porosity,k_i,k_j,k_k,X,Y,Z
3.02E-05,2.20E-15,3.16E-15,2.16E-15,555,265,415
2.60E-05,1.34E-15,1.78E-15,1.45E-15,565,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,575,265,415
2.30E-05,7.30E-16,8.00E-16,9.40E-16,585,265,415
2.36E-05,8.47E-16,9.87E-16,1.04E-15,595,265,415
2.90E-05,1.97E-15,2.79E-15,1.96E-15,5,265,425
2.69E-05,9.44E-16,1.99E-15,2.25E-15,15,265,425
3.26E-05,1.60E-15,3.78E-15,3.88E-15,25,265,425
3.00E-05,1.50E-15,2.69E-15,3.18E-15,35,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,45,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,55,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,65,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,75,265,425
2.31E-05,7.34E-16,8.26E-16,9.70E-16,85,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,105,265,425
3.08E-05,1.60E-15,2.93E-15,3.46E-15,115,265,425
2.62E-05,1.39E-15,1.86E-15,1.49E-15,125,265,425
2.56E-05,1.15E-15,1.58E-15,1.57E-15,135,265,425
2.81E-05,1.49E-15,1.97E-15,2.58E-15,145,265,425
3.37E-05,3.28E-15,2.28E-15,4.46E-15,155,265,425
2.82E-05,1.76E-15,1.76E-15,2.62E-15,165,265,425
3.22E-05,2.74E-15,3.54E-15,2.68E-15,175,265,425
3.12E-05,3.15E-15,1.72E-15,3.39E-15,185,265,425
2.74E-05,1.19E-15,1.91E-15,2.46E-15,195,265,425
4.37E-05,1.16E-15,6.76E-14,6.79E-14,205,265,425
2.65E-05,1.15E-15,1.77E-15,2.02E-15,215,265,425
3.04E-05,1.32E-15,2.94E-15,3.42E-15,225,265,425
2.74E-05,1.12E-15,2.18E-15,2.28E-15,235,265,425
2.35E-05,8.89E-16,8.26E-16,1.11E-15,245,265,425
2.59E-05,1.64E-15,9.51E-16,1.89E-15,255,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,265,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,425
2.76E-05,7.34E-15,8.51E-15,3.83E-15,285,265,425
3.78E-05,2.69E-14,3.13E-14,1.16E-14,295,265,425
2.47E-05,8.10E-16,1.31E-15,1.53E-15,305,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,315,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,325,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,335,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,345,265,425
3.03E-05,1.90E-15,3.01E-15,2.73E-15,355,265,425
3.17E-05,1.79E-15,3.22E-15,3.57E-15,365,265,425
2.87E-05,1.29E-15,2.40E-15,2.82E-15,375,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,385,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,395,265,425
2.35E-05,7.82E-16,9.28E-16,1.09E-15,405,265,425
2.90E-05,1.39E-15,2.42E-15,2.86E-15,415,265,425
2.60E-05,8.74E-16,1.73E-15,2.00E-15,425,265,425
2.32E-05,7.89E-16,8.10E-16,1.00E-15,435,265,425
2.35E-05,9.04E-16,8.29E-16,1.12E-15,445,265,425
2.63E-05,1.41E-15,1.90E-15,1.51E-15,455,265,425
2.97E-05,2.11E-15,3.01E-15,2.08E-15,465,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,475,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,485,265,425
2.53E-05,9.22E-16,1.51E-15,1.64E-15,495,265,425
2.76E-05,1.37E-15,2.27E-15,2.07E-15,505,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,515,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,525,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,535,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,545,265,425
2.49E-05,1.12E-15,1.43E-15,1.27E-15,555,265,425
2.86E-05,1.87E-15,2.63E-15,1.89E-15,565,265,425
2.45E-05,1.04E-15,1.30E-15,1.20E-15,575,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,585,265,425
2.30E-05,7.30E-16,8.00E-16,9.40E-16,595,265,425
2.38E-05,8.92E-16,1.06E-15,1.07E-15,5,265,435
3.34E-05,2.56E-15,4.19E-15,3.06E-15,15,265,435
3.68E-05,1.77E-15,4.87E-15,5.58E-15,25,265,435
2.55E-05,1.01E-15,1.49E-15,1.76E-15,35,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,45,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,55,265,435
2.58E-05,1.31E-15,1.73E-15,1.42E-15,65,265,435
2.30E-05,7.37E-16,8.12E-16,9.46E-16,75,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,85,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,435
2.30E-05,7.31E-16,8.01E-16,9.41E-16,105,265,435
2.68E-05,1.15E-15,1.84E-15,2.17E-15,115,265,435
2.31E-05,7.45E-16,8.25E-16,9.53E-16,125,265,435
3.66E-05,3.28E-15,5.14E-15,3.65E-15,135,265,435
2.77E-05,1.65E-15,2.31E-15,1.79E-15,145,265,435
2.67E-05,1.42E-15,1.91E-15,1.73E-15,155,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,165,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,175,265,435
2.72E-05,1.58E-15,2.17E-15,1.65E-15,185,265,435
2.34E-05,7.49E-16,9.23E-16,1.08E-15,195,265,435
4.30E-05,1.02E-15,6.73E-14,6.77E-14,205,265,435
3.03E-05,1.54E-15,2.79E-15,3.30E-15,215,265,435
2.52E-05,8.70E-16,1.47E-15,1.71E-15,225,265,435
2.72E-05,1.25E-15,2.15E-15,2.06E-15,235,265,435
2.51E-05,1.33E-15,1.05E-15,1.55E-15,245,265,435
2.32E-05,7.94E-16,8.11E-16,1.01E-15,255,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,265,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,435
2.48E-05,9.35E-16,1.30E-15,1.54E-15,285,265,435
4.66E-05,3.82E-14,4.52E-14,1.70E-14,295,265,435
5.28E-05,6.49E-14,7.40E-14,2.48E-14,305,265,435
3.23E-05,2.60E-14,2.90E-14,9.51E-15,315,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,325,265,435
2.32E-05,7.40E-16,8.66E-16,1.01E-15,335,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,345,265,435
3.05E-05,1.56E-15,2.83E-15,3.35E-15,355,265,435
2.90E-05,1.40E-15,2.44E-15,2.88E-15,365,265,435
2.55E-05,1.21E-15,1.60E-15,1.40E-15,375,265,435
2.31E-05,7.52E-16,8.35E-16,9.58E-16,385,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,395,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,405,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,415,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,425,265,435
2.42E-05,7.88E-16,1.18E-15,1.37E-15,435,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,445,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,455,265,435
2.52E-05,1.18E-15,1.52E-15,1.31E-15,465,265,435
2.56E-05,1.27E-15,1.67E-15,1.39E-15,475,265,435
2.37E-05,8.83E-16,1.05E-15,1.07E-15,485,265,435
2.45E-05,1.04E-15,1.29E-15,1.19E-15,495,265,435
2.34E-05,8.18E-16,9.42E-16,1.01E-15,505,265,435
2.33E-05,7.98E-16,9.09E-16,9.96E-16,515,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,525,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,535,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,545,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,555,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,565,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,575,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,585,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,595,265,435
2.30E-05,7.30E-16,8.00E-16,9.40E-16,5,265,445
2.34E-05,7.57E-16,9.24E-16,1.07E-15,15,265,445
3.80E-05,1.94E-15,5.12E-15,5.96E-15,25,265,445
2.31E-05,7.36E-16,8.39E-16,9.84E-16,35,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,45,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,55,265,445
2.38E-05,8.98E-16,1.07E-15,1.08E-15,65,265,445
3.14E-05,2.45E-15,3.57E-15,2.37E-15,75,265,445
2.33E-05,7.97E-16,9.07E-16,9.95E-16,85,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,105,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,115,265,445
2.30E-05,7.38E-16,8.12E-16,9.46E-16,125,265,445
2.36E-05,8.43E-16,9.82E-16,1.03E-15,135,265,445
2.54E-05,1.22E-15,1.59E-15,1.35E-15,145,265,445
2.94E-05,2.05E-15,2.92E-15,2.04E-15,155,265,445
2.66E-05,1.47E-15,1.99E-15,1.55E-15,165,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,175,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,185,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,195,265,445
4.33E-05,1.05E-15,6.74E-14,6.78E-14,205,265,445
3.06E-05,1.57E-15,2.86E-15,3.38E-15,215,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,245,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,265,265,445
2.30E-05,7.32E-16,8.06E-16,9.47E-16,275,265,445
2.31E-05,7.41E-16,8.27E-16,9.72E-16,285,265,445
3.11E-05,1.11E-15,3.28E-15,3.76E-15,295,265,445
3.51E-05,1.30E-15,4.51E-15,5.16E-15,305,265,445
3.73E-05,3.93E-14,4.38E-14,1.40E-14,315,265,445
4.65E-05,6.46E-14,7.20E-14,2.26E-14,325,265,445
3.18E-05,2.45E-14,2.74E-14,9.02E-15,335,265,445
2.32E-05,7.53E-16,8.57E-16,1.01E-15,345,265,445
3.04E-05,1.55E-15,2.82E-15,3.34E-15,355,265,445
2.45E-05,9.00E-16,1.22E-15,1.44E-15,365,265,445
2.32E-05,7.71E-16,8.66E-16,9.74E-16,375,265,445
2.57E-05,1.29E-15,1.70E-15,1.41E-15,385,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,395,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,405,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,415,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,425,265,445
2.57E-05,8.58E-16,1.63E-15,1.88E-15,435,265,445
2.37E-05,7.64E-16,1.02E-15,1.19E-15,445,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,455,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,465,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,475,265,445
2.38E-05,8.21E-16,1.02E-15,1.20E-15,485,265,445
3.05E-05,2.27E-15,3.28E-15,2.22E-15,495,265,445
2.55E-05,1.24E-15,1.63E-15,1.37E-15,505,265,445
2.31E-05,7.40E-16,8.25E-16,9.69E-16,515,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,525,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,535,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,545,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,555,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,565,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,575,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,585,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,595,265,445
2.30E-05,7.30E-16,8.00E-16,9.40E-16,5,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,15,265,455
2.65E-05,1.04E-15,1.81E-15,2.11E-15,25,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,35,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,45,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,55,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,65,265,455
2.36E-05,8.49E-16,9.92E-16,1.04E-15,75,265,455
3.16E-05,2.49E-15,3.62E-15,2.40E-15,85,265,455
2.39E-05,9.16E-16,1.10E-15,1.09E-15,95,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,105,265,455
2.77E-05,1.69E-15,2.34E-15,1.73E-15,115,265,455
2.65E-05,1.46E-15,1.96E-15,1.54E-15,125,265,455
3.04E-05,2.24E-15,3.23E-15,2.19E-15,135,265,455
2.41E-05,9.52E-16,1.16E-15,1.12E-15,145,265,455
2.30E-05,7.32E-16,8.10E-16,9.52E-16,155,265,455
3.10E-05,2.13E-15,3.29E-15,2.70E-15,165,265,455
2.96E-05,1.89E-15,2.85E-15,2.35E-15,175,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,185,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,195,265,455
4.46E-05,1.19E-15,6.78E-14,6.82E-14,205,265,455
2.44E-05,9.04E-16,1.17E-15,1.40E-15,215,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,245,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,265,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,285,265,455
3.47E-05,3.25E-14,3.53E-14,1.13E-14,295,265,455
3.25E-05,3.57E-15,6.08E-15,4.73E-15,305,265,455
2.34E-05,7.49E-16,9.25E-16,1.08E-15,315,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,325,265,455
4.13E-05,4.13E-14,4.65E-14,1.55E-14,335,265,455
4.75E-05,6.48E-14,7.24E-14,2.28E-14,345,265,455
3.16E-05,2.31E-14,2.58E-14,8.63E-15,355,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,365,265,455
2.65E-05,1.44E-15,1.95E-15,1.53E-15,375,265,455
2.61E-05,1.37E-15,1.83E-15,1.47E-15,385,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,395,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,405,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,415,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,425,265,455
2.35E-05,7.52E-16,9.43E-16,1.10E-15,435,265,455
2.31E-05,7.35E-16,8.32E-16,9.77E-16,445,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,455,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,465,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,475,265,455
3.05E-05,1.56E-15,2.83E-15,3.35E-15,485,265,455
2.30E-05,7.32E-16,8.04E-16,9.45E-16,495,265,455
3.11E-05,2.18E-15,3.33E-15,2.64E-15,505,265,455
2.56E-05,1.10E-15,1.55E-15,1.62E-15,515,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,525,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,535,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,545,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,555,265,455
2.34E-05,8.10E-16,9.29E-16,1.01E-15,565,265,455
2.58E-05,1.31E-15,1.74E-15,1.42E-15,575,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,585,265,455
2.32E-05,7.65E-16,8.57E-16,9.69E-16,595,265,455
2.30E-05,7.30E-16,8.00E-16,9.40E-16,5,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,15,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,25,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,35,265,465
2.31E-05,7.35E-16,8.33E-16,9.78E-16,45,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,55,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,65,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,75,265,465
2.31E-05,7.60E-16,8.48E-16,9.65E-16,85,265,465
3.11E-05,2.40E-15,3.48E-15,2.32E-15,95,265,465
2.52E-05,1.12E-15,1.52E-15,1.39E-15,105,265,465
2.32E-05,7.41E-16,8.68E-16,1.02E-15,115,265,465
2.88E-05,1.93E-15,2.72E-15,1.93E-15,125,265,465
2.73E-05,1.61E-15,2.22E-15,1.67E-15,135,265,465
3.10E-05,2.36E-15,3.42E-15,2.29E-15,145,265,465
2.66E-05,1.21E-15,1.94E-15,1.84E-15,155,265,465
2.94E-05,1.44E-15,2.54E-15,3.00E-15,165,265,465
2.57E-05,1.28E-15,1.69E-15,1.43E-15,175,265,465
2.30E-05,7.39E-16,8.15E-16,9.48E-16,185,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,195,265,465
4.40E-05,1.32E-15,6.74E-14,6.80E-14,205,265,465
2.82E-05,2.15E-15,1.33E-15,2.67E-15,215,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,245,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,265,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,285,265,465
2.49E-05,5.98E-15,6.50E-15,2.64E-15,295,265,465
4.81E-05,5.13E-14,5.75E-14,1.96E-14,305,265,465
4.14E-05,5.16E-14,5.60E-14,1.74E-14,315,265,465
2.45E-05,5.01E-15,5.44E-15,2.32E-15,325,265,465
3.12E-05,1.41E-15,3.16E-15,3.68E-15,335,265,465
2.40E-05,9.30E-16,1.12E-15,1.11E-15,345,265,465
3.56E-05,3.45E-14,3.85E-14,1.24E-14,355,265,465
2.44E-05,4.50E-15,5.00E-15,2.22E-15,365,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,375,265,465
2.64E-05,1.42E-15,1.90E-15,1.51E-15,385,265,465
2.32E-05,7.51E-16,8.51E-16,9.97E-16,395,265,465
2.31E-05,7.45E-16,8.37E-16,9.84E-16,405,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,415,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,425,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,435,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,445,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,455,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,465,265,465
2.36E-05,7.98E-16,9.66E-16,1.14E-15,475,265,465
2.97E-05,1.47E-15,2.61E-15,3.09E-15,485,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,495,265,465
2.67E-05,1.14E-15,1.80E-15,2.12E-15,505,265,465
2.30E-05,7.34E-16,8.10E-16,9.52E-16,515,265,465
2.32E-05,7.47E-16,8.42E-16,9.90E-16,525,265,465
2.73E-05,1.20E-15,1.96E-15,2.31E-15,535,265,465
2.87E-05,1.36E-15,2.36E-15,2.79E-15,545,265,465
2.35E-05,8.31E-16,9.63E-16,1.02E-15,555,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,565,265,465
2.91E-05,1.98E-15,2.82E-15,1.98E-15,575,265,465
2.69E-05,1.54E-15,2.10E-15,1.61E-15,585,265,465
2.57E-05,1.28E-15,1.67E-15,1.40E-15,595,265,465
2.30E-05,7.30E-16,8.00E-16,9.40E-16,5,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,15,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,25,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,35,265,475
2.33E-05,7.66E-16,9.08E-16,1.04E-15,45,265,475
2.78E-05,1.48E-15,2.35E-15,2.04E-15,55,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,65,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,75,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,85,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,475
3.06E-05,2.23E-15,3.31E-15,2.32E-15,105,265,475
2.78E-05,1.37E-15,2.33E-15,2.14E-15,115,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,125,265,475
2.78E-05,1.72E-15,2.39E-15,1.76E-15,135,265,475
2.87E-05,1.90E-15,2.68E-15,1.91E-15,145,265,475
2.81E-05,1.28E-15,2.40E-15,2.37E-15,155,265,475
2.56E-05,9.82E-16,1.52E-15,1.79E-15,165,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,175,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,185,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,195,265,475
4.54E-05,1.78E-15,6.75E-14,6.85E-14,205,265,475
3.20E-05,2.00E-15,2.97E-15,3.86E-15,215,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,235,265,475
2.36E-05,9.33E-16,8.34E-16,1.15E-15,245,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,265,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,475
2.42E-05,8.66E-16,1.13E-15,1.34E-15,285,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,295,265,475
3.00E-05,1.06E-15,2.95E-15,3.38E-15,305,265,475
2.50E-05,6.33E-15,6.88E-15,2.75E-15,315,265,475
4.32E-05,5.68E-14,6.16E-14,1.90E-14,325,265,475
4.64E-05,5.35E-14,5.92E-14,1.95E-14,335,265,475
2.39E-05,3.27E-15,3.55E-15,1.76E-15,345,265,475
2.47E-05,8.10E-16,1.32E-15,1.53E-15,355,265,475
2.69E-05,9.14E-16,1.99E-15,2.29E-15,365,265,475
2.36E-05,8.44E-16,9.83E-16,1.03E-15,375,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,385,265,475
2.68E-05,1.15E-15,1.84E-15,2.17E-15,395,265,475
2.56E-05,1.02E-15,1.51E-15,1.79E-15,405,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,415,265,475
2.30E-05,7.30E-16,8.01E-16,9.42E-16,425,265,475
2.56E-05,8.56E-16,1.61E-15,1.86E-15,435,265,475
2.38E-05,9.92E-16,8.43E-16,1.21E-15,445,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,455,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,465,265,475
2.34E-05,7.74E-16,9.07E-16,1.07E-15,475,265,475
2.31E-05,7.44E-16,8.34E-16,9.80E-16,485,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,495,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,505,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,515,265,475
2.95E-05,1.43E-15,2.57E-15,3.04E-15,525,265,475
2.90E-05,1.38E-15,2.43E-15,2.87E-15,535,265,475
3.05E-05,1.56E-15,2.83E-15,3.35E-15,545,265,475
2.68E-05,1.51E-15,2.05E-15,1.58E-15,555,265,475
2.78E-05,1.71E-15,2.37E-15,1.75E-15,565,265,475
2.51E-05,1.15E-15,1.48E-15,1.29E-15,575,265,475
3.20E-05,2.64E-15,3.62E-15,2.56E-15,585,265,475
2.91E-05,2.65E-15,1.16E-15,2.94E-15,595,265,475
2.30E-05,7.30E-16,8.00E-16,9.40E-16,5,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,15,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,25,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,35,265,485
3.04E-05,2.25E-15,3.24E-15,2.20E-15,45,265,485
2.97E-05,1.49E-15,2.93E-15,2.78E-15,55,265,485
2.51E-05,1.17E-15,1.51E-15,1.30E-15,65,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,75,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,85,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,95,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,105,265,485
2.42E-05,8.94E-16,1.18E-15,1.24E-15,115,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,125,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,135,265,485
2.69E-05,1.51E-15,2.07E-15,1.61E-15,145,265,485
3.23E-05,2.35E-15,3.82E-15,2.85E-15,155,265,485
2.69E-05,9.14E-16,1.99E-15,2.29E-15,165,265,485
2.31E-05,7.44E-16,8.22E-16,9.51E-16,175,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,185,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,195,265,485
4.32E-05,1.04E-15,6.74E-14,6.78E-14,205,265,485
3.07E-05,1.58E-15,2.88E-15,3.41E-15,215,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,225,265,485
2.35E-05,8.86E-16,8.26E-16,1.10E-15,235,265,485
2.38E-05,9.87E-16,8.43E-16,1.21E-15,245,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,255,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,265,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,275,265,485
2.60E-05,1.06E-15,1.62E-15,1.91E-15,285,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,295,265,485
3.00E-05,1.06E-15,2.95E-15,3.38E-15,305,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,315,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,325,265,485
2.30E-05,7.32E-16,8.11E-16,9.52E-16,335,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,345,265,485
2.64E-05,9.62E-16,1.80E-15,2.09E-15,355,265,485
3.17E-05,1.27E-15,3.40E-15,3.92E-15,365,265,485
2.35E-05,8.34E-16,9.67E-16,1.03E-15,375,265,485
2.83E-05,1.82E-15,2.55E-15,1.84E-15,385,265,485
3.06E-05,1.58E-15,2.88E-15,3.39E-15,395,265,485
2.33E-05,7.59E-16,8.72E-16,1.02E-15,405,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,415,265,485
2.30E-05,7.30E-16,8.00E-16,9.40E-16,425,265,485
3.03E-05,1.16E-15,2.96E-15,3.48E-15,435,265,485
2.88E-05,2.58E-15,1.11E-15,2.87E-15,445,265,485
2.33E-05,8.18E-16,8.15E-16,1.03E-15,455,265,485
